donor,cps,MCT4,PTGDS_a,MCT4_m,ANLS,VATP_a10,VATP_n6,VATP_n10,LAMP1_n,LDHB_n,gm_a,gm_n,ncell_a,ncell_n,ACTB_a,ACTB_n,B2M_a,B2M_n,GAPDH_a,GAPDH_n,GUSB_a,GUSB_n,HPRT1_a,HPRT1_n,PGK1_a,PGK1_n,POLR2A_a,POLR2A_n,PPIA_a,PPIA_n,RPL13A_a,RPL13A_n,RPLP0_a,RPLP0_n,SDHA_a,SDHA_n,TBP_a,TBP_n,UBC_a,UBC_n,YWHAZ_a,YWHAZ_n
H20.33.028,0.814933639,0.0115428782944209,1.29754581723524,0.122145484223229,0.0644844819601664,0.302562270174445,0.374312862200121,0.376132039207407,0.166284108312679,0.142689125520241,0.106065866576447,0.100880032441433,1886,4023,0.442494507946177,0.392558531650939,0.0998800556676132,0.038454873646162,0.541045376946034,0.428925493871457,0.0910285547502094,0.107421545363201,0.105027961626665,0.639316508256171,0.139768210378962,0.194923052281371,0.175888645607871,0.195752088574074,0.127671865112329,0.164899368017816,0.144368953386584,0.110146230147337,0.0537611296595976,0.0618222117157324,0.250461029467565,0.162360983969944,0.0774012365608554,0.0439378997260529,0.32751870100818,0.207446653852408,0.448994413342165,0.637718159339631
H20.33.029,0.612831699,0.0273341024233625,1.92760546560641,0.219522488991851,0.0720858021261212,0.312062250373151,0.411173429766912,0.432840660283429,0.185887997647587,0.158953260297552,0.110542589565684,0.119130657998123,459,6257,0.427782326709471,0.471262972094613,0.0959229418654847,0.0384493192173487,0.395610222694401,0.243246483329111,0.102763733475556,0.133662090948025,0.112685748175079,0.737388728956016,0.136093746537996,0.205013209363585,0.191897404122456,0.207365120427237,0.102295020372,0.252015774925215,0.107212093498452,0.113284457692856,0.0673211324059106,0.0631483296098821,0.226572944415421,0.303980381005804,0.0850992187825164,0.0876759825399676,0.442363830952863,0.18054559832507,0.375094054051734,0.874812779765036
H20.33.030,0.786515278,0.0613160730705898,2.02501521729939,0.242888127410375,0.102875498351003,0.361901315337342,0.661070127407904,0.62391979935636,0.275656826728986,0.363882126037486,0.109455240230135,0.126055323005836,689,12463,0.601319701777141,1.20305211660503,0.189645098238448,0.0560123950149139,0.852278223880317,0.796587097812075,0.101161173016309,0.128458679090935,0.12137627441582,0.687586321665776,0.271759955517959,0.435834995877082,0.248588106152973,0.29375810130999,0.279662884025684,0.650426986183627,0.227347696294632,0.278590769099953,0.16985110283244,0.150975038403064,0.262647656942833,0.294420560733265,0.103236180171911,0.120650130600182,0.525407301410708,0.517785599030938,0.435999358989331,1.29386053751509
H20.33.031,0.777858645,0.04812270992837,1.81104401750299,0.302036636274192,0.05424141904971,0.29369143865063,0.492461718368268,0.493081770948549,0.232468539535232,0.230744520882912,0.111091025175937,0.124266804125764,682,7066,0.335100712686165,0.744033174754294,0.117773837226926,0.0541594276442479,0.405370364987081,0.376003600212545,0.108484677970409,0.148974794723112,0.127663275363508,0.751417787098704,0.156934063105989,0.283126347159723,0.252773715472641,0.231050827862321,0.142172572833876,0.393072334270816,0.137412303812867,0.184553117064526,0.0806481496941659,0.0986974909416583,0.272740334840464,0.316951828779157,0.098539497255405,0.110584666381519,0.238555949476283,0.264344341775622,0.28784802885961,1.00276334103362
H20.33.032,0.818040808,0.0928099773964792,2.43964473420106,0.255413629420816,0.0948219510096697,0.28370813235615,0.566245721673981,0.538910142448037,0.25864163445338,0.284287090649641,0.101238788970498,0.12618811496294,583,8357,0.724315805459718,0.70196470052389,0.275445687014284,0.0785130879069339,0.913536661638404,0.53183712655507,0.0892526615749706,0.161504655205399,0.122631303033125,0.619094890802546,0.15735140079904,0.334179606413933,0.23532629084628,0.263599340915252,0.179741152870512,0.467118740230674,0.295137616772186,0.310116240749151,0.207050487322423,0.143876931269559,0.209089331162732,0.337686185354934,0.115189676474952,0.128239945416154,1.06775812474982,0.421292223984885,0.380990861568402,0.942572858901818
H20.33.033,0.874937976,0.00780403824767681,1.84508433200494,0.310542244108478,0.0695943188687366,0.256484499709173,0.483602323721043,0.486374238085804,0.176292459425024,0.227716560449855,0.0891458385658169,0.104524768346878,396,2503,0.325729762062882,0.641480563749469,0.0947809127545116,0.0355709858366693,0.467355722580293,0.796735486547756,0.0650185719885007,0.090007104062934,0.168158710604966,0.959493662541359,0.319335133138329,0.309588970274888,0.106664488863463,0.173593317487813,0.0615283816751808,0.246390391136711,0.0928418979500279,0.167629810946849,0.035115452125819,0.0628237637861986,0.146419365749215,0.200569774507524,0.0390897999809246,0.0487477316815425,0.440154005632256,0.487939484920494,0.307840022625345,0.802629095771958
H20.33.034,0.368330163,0.124927421273856,2.47836342340913,0.497009923953689,0.160829057330373,0.325409139435867,0.613297099020381,0.581327295017848,0.244460861708636,0.335166138626279,0.103853349074862,0.124402002389365,580,9267,0.884732333545027,0.966569122263493,0.293974639680879,0.0733787553704285,1.22744962675818,0.750655259168433,0.0793288870618261,0.142284235857034,0.204848756358541,0.813025759879769,0.306560885238236,0.399429177289528,0.217664551118325,0.235301067176501,0.219950081459407,0.540647003045132,0.255763590849679,0.286200828716003,0.183235131717961,0.155949355604866,0.231359841135041,0.326721369875272,0.106558853439216,0.123282532874478,1.16417637755131,0.533250838623868,0.338322048094766,0.974740756041052
H20.33.035,0.204485489,0.0232852693738007,1.72416478189511,0.43381422658286,0.125412329243935,0.324812198787685,0.504558165534355,0.517334148554272,0.215217419253486,0.191585991604033,0.11033536401929,0.128502270208622,246,4578,0.848990987532023,0.525504224941414,0.156108974138411,0.0365548742696636,0.87568622306595,0.244061602039491,0.100653152337404,0.185922229634871,0.158038741689387,0.80941537030728,0.196722670178103,0.294219163688719,0.263929864376541,0.259051724972977,0.119958124025081,0.31217263704235,0.173110224064288,0.180706684840147,0.157832702000936,0.0765677351389014,0.214719737993508,0.367894304238419,0.140199927173979,0.158075117696908,0.841613540743909,0.212219155866322,0.456161681532375,0.883723955710495
H20.33.036,0.844305126,0.00669426150517921,2.08484495159698,0.222788899033158,0.0578730840933377,0.231515374248975,0.371206584501051,0.378821934856863,0.158915855082386,0.171323273655794,0.0959436933068289,0.1072142107166,365,3486,0.329985555149105,0.446036831207031,0.0685673314414612,0.0419409791979035,0.313634883785901,0.357659570674016,0.0815590786607298,0.105283732878122,0.126086507758049,0.782679385479435,0.108174843167605,0.210768309687395,0.207056828884229,0.222431620725068,0.0850914708555561,0.222983163260501,0.0881667173072083,0.125332079962435,0.0363025074135767,0.0737383000753559,0.208625403087433,0.211329062860961,0.0692296344939977,0.0548188401598802,0.198507426372946,0.291495014612557,0.317477786296035,0.751769483568199
H20.33.037,0.891215423,0.00351066720229629,0.694668745439775,0.363115647171117,0.046799725403175,0.244250158257871,0.452372052252636,0.423676504068686,0.219787253312907,0.178584999544253,0.0859153368668869,0.104658653480966,419,3180,0.139226318259228,0.603302803949553,0.0852562013417838,0.0664121292320625,0.266513547422209,0.45969345504008,0.107375243114116,0.127695210835656,0.0849793436703648,0.678874470129515,0.094392327533986,0.239453647815207,0.0938234562521049,0.266760545875291,0.075936740366542,0.243954338986169,0.0918088800013777,0.143378973051718,0.0445646066085251,0.0822759364690608,0.14696825631763,0.221157845896932,0.0273830259045439,0.0550682236235472,0.158656764286515,0.407554502405648,0.260059375893814,0.820494865546437
H20.33.038,0.748876479,0.00905250350828364,1.10842144433136,0.210104419375366,0.0588745331592298,0.262434156076815,0.323560155261999,0.322861826302533,0.127278712504807,0.11131698064745,0.101836265061104,0.0999773451066233,1433,686,0.313583267937152,0.270782624710753,0.0919634758053505,0.0185298379456337,0.415663919266669,0.319976267722536,0.0801178384455283,0.08798876845715,0.0969019842393234,0.771810549189155,0.187229550621015,0.189438186368685,0.198917531459713,0.138232113103825,0.106226656666521,0.118585423395342,0.110523386708274,0.0927206387976863,0.0404486988111551,0.037974016138138,0.179015815434802,0.163823444494006,0.0919177177396589,0.0432648909204903,0.213477233730241,0.131063085950846,0.380925216565828,0.620141846619264
H20.33.039,0.371467201,0.0710023242421755,1.77367884833887,0.166208259437395,0.0719224988497724,0.268534860019825,0.432272104795917,0.450907553311513,0.217601506544726,0.190160414170259,0.106003225743436,0.120578863653298,607,16395,0.392524609210267,0.389635637387992,0.20852577573385,0.049889772409217,0.543018430422323,0.259514590923326,0.0993354642116257,0.154594157064477,0.0995630046975672,0.593300527839553,0.166627620403613,0.223037202546976,0.150565773543259,0.193508878999656,0.123897548857002,0.273031668233895,0.24032712395148,0.226239825277094,0.124804953226737,0.088757154287571,0.217831677817041,0.315279200608573,0.102510520516353,0.113271102590527,0.589444677951505,0.149804484695151,0.377501292322966,0.928491976987156
H20.33.040,0.438826934,0.0642780507865705,1.82019296100265,0.327180175580711,0.141032929764746,0.283773867807649,0.405663995024778,0.435324195165517,0.182473892940154,0.187757719890006,0.110128798920242,0.117730336297872,1235,6684,0.419752747689182,0.560732379622584,0.175809335949933,0.0387515679195764,0.598995324679715,0.258275830736445,0.107701700672447,0.119455774950074,0.123792226606535,0.761901652299978,0.328204597611176,0.211105134902173,0.180212518572807,0.188181617963259,0.127871953355156,0.305252062140633,0.136492784520392,0.124097013847154,0.0685830282416904,0.0728202950151415,0.260407641759286,0.278939487127769,0.0775121126339021,0.0805776735850209,0.516339786368826,0.20137469252635,0.387329689054354,0.939311734215094
H20.33.041,0.652943184,0.0546242606907218,2.17181262460422,0.513722494136596,0.180553265079764,0.315974264416971,0.514806955349688,0.518467718487623,0.236592107993415,0.243272032693288,0.106013804362995,0.121140680461022,379,8942,0.880490625439344,0.739667777143697,0.362995462909852,0.0537056811203881,1.25344589509876,0.491545682254736,0.100783334204578,0.150037107548006,0.206445635072789,0.664052210441574,0.332869642328147,0.303520466249959,0.242640864251471,0.21908004590302,0.201396708595407,0.421267940950051,0.223692679743339,0.233307872354164,0.28005960528643,0.125087980633413,0.222337248064283,0.303786902599082,0.0963807981215555,0.108878255356624,1.11222475405419,0.361341796196736,0.37511113144477,0.975900065276319
H20.33.043,0.442127888,0.0528551792248123,2.02918602033571,0.254275266297911,0.0998152599767511,0.320785889679512,0.544228202572244,0.535678340535245,0.204908215976615,0.282812690974178,0.107267930499957,0.122606584479779,729,12640,0.767094919629221,0.709686810751387,0.180842504171024,0.0377492627800926,0.766079133920709,0.60482079362927,0.0958486917659906,0.121449224955603,0.145502592126528,0.666330482423471,0.223645951317825,0.310001024610328,0.304939166672109,0.215925414448816,0.201645987902976,0.482199041983643,0.238647357222148,0.277174565307148,0.0986851178446915,0.106857754765344,0.242147008741507,0.297073814780982,0.117909608206958,0.115219648040925,0.72006961388516,0.402219832360249,0.616444272044101,1.13065244556534
H20.33.044,0.355631884,0.0358532506111273,1.97059983953128,0.407846664358502,0.086792079768141,0.310273225970753,0.568420804977263,0.545298297824451,0.259858346663315,0.306473774049374,0.105852756820273,0.126786172607839,718,8343,0.805873232092034,0.850363706102045,0.242803264253651,0.0794948969649408,0.729634048422399,0.561746742095462,0.115792190505602,0.215032484832033,0.147494859806674,0.621686879261912,0.14148093224568,0.326472290384459,0.202694383296794,0.243455787738632,0.219667687223482,0.515331070627703,0.244754213601102,0.345964254016829,0.21340767117762,0.138971277603811,0.253908995964401,0.373247452404421,0.0970527780006191,0.13575360067095,0.693502469439693,0.365747801563901,0.3697757646649,0.937071916401336
H20.33.045,0.922353884,0.0263157731720379,1.21047822183796,0.236865499427327,0.0463175956337225,0.255279586666397,0.517444435219388,0.483327096535641,0.224181099879348,0.24965286676379,0.0932443071428917,0.111361426225693,280,2754,0.325598929928882,0.945624553657305,0.10658108230148,0.0580786720524253,0.364579956659249,0.706251422910476,0.0794034378869193,0.0999048232556082,0.0970002868345806,0.661520696240399,0.185822102959667,0.346881703197004,0.143869806506804,0.277366240364794,0.143726619120155,0.414237108024767,0.0875763618520328,0.212304882851301,0.032445088667529,0.10559515435906,0.211384260548013,0.24849126197955,0.0389030681124755,0.0781803669255111,0.244060625987394,0.521647940820642,0.321287147168602,0.953703151224486
H20.33.046,0.868382665,0.0166471678522689,1.6351777265914,0.176605668431321,0.0626632860742794,0.284278951091553,0.516398944082977,0.505141899249022,0.202788522223417,0.270992414218932,0.102426362368666,0.115710712943588,1005,8518,0.394297234009748,0.720993791487532,0.0684663336075361,0.0399565033808816,0.354678078314558,0.599296295531243,0.116186451437461,0.126255980040069,0.115530517593545,0.691596065408455,0.151954991040538,0.326419158020639,0.178066264367222,0.269164566294384,0.138467690986187,0.377489560639937,0.10799746222757,0.187403012414767,0.0542537202882529,0.0896868750476612,0.195728061685515,0.217366112212,0.0696282268460117,0.0796886506125446,0.228158549111874,0.434472535291862,0.374688626937012,0.987567161245087
