donor,cps,MCT4,PTGDS_a,MCT4_m,ANLS,VATP_a10,VATP_n6,VATP_n10,LAMP1_n,LDHB_n,gm_a,gm_n,ncell_a,ncell_n,ACTB_a,ACTB_n,B2M_a,B2M_n,GAPDH_a,GAPDH_n,GUSB_a,GUSB_n,HPRT1_a,HPRT1_n,PGK1_a,PGK1_n,POLR2A_a,POLR2A_n,PPIA_a,PPIA_n,RPL13A_a,RPL13A_n,RPLP0_a,RPLP0_n,SDHA_a,SDHA_n,TBP_a,TBP_n,UBC_a,UBC_n,YWHAZ_a,YWHAZ_n
H21.33.002,0.856821169,0.0357989066302693,0.883216155899896,0.40020830206996,0.0756898056130649,0.296621613166755,0.515280324721923,0.533536549045228,0.245951882033182,0.252943700156475,0.106217378266686,0.122933550434288,711,6889,0.392101411787602,0.745873983274015,0.159331868595212,0.0718215893797759,0.439098814683122,0.456854721336328,0.106866818440111,0.138836047825866,0.0841343469089932,0.682446006421064,0.162844632161485,0.266889141475878,0.107366936304901,0.230583651668622,0.110143347903981,0.381306188140756,0.11173690174367,0.318896112967072,0.063317688121742,0.141225239038922,0.234977687712963,0.314440181307708,0.0810152627160948,0.0956803706256541,0.77864982443436,0.391578604030145,0.384156088076228,1.06369976976654
H21.33.003,0.238033394,0.0334442276788583,2.0490116582524,0.227674150285907,0.125865901822841,0.301669028866788,0.555223426407334,0.539284576196552,0.210806631122629,0.251457404451036,0.105991290061191,0.124543043125643,1127,9933,0.647701911436528,0.780488220710586,0.192528590546737,0.0386490031265245,0.963678177337046,0.536142895065513,0.083932173045843,0.104716223123678,0.185934044400886,0.802378855613403,0.227688686275969,0.30467456297627,0.241717391568893,0.23845715248438,0.178929256144729,0.426509980304711,0.255950994624326,0.278341558203364,0.11969157307679,0.114905145454716,0.255158005664067,0.341364212643941,0.0947364122733249,0.107147792836717,0.807986410971014,0.368989321616323,0.349306873269809,0.996828155051086
H21.33.004,0.261644762,0.0580668476795432,1.63520990314461,0.156840349899398,0.0623264613443748,0.312196479456738,0.512537854089026,0.51111707901673,0.219209612334508,0.234384588459223,0.112563649741089,0.125620193562188,631,8301,0.355857870540037,0.621122409630315,0.0713540721100219,0.0318463019853456,0.377983267281777,0.343394751939328,0.108309673006674,0.15542073523696,0.134512902581371,0.672447945587377,0.181555149601492,0.288445337198575,0.19760453741165,0.211504021749922,0.149957443308528,0.380275879226245,0.150401322333446,0.215988405066349,0.0785347125042826,0.0931988314629757,0.263201800064315,0.321957965736762,0.104280342461568,0.121983782103185,0.263730076692184,0.244061172179049,0.355619990126645,1.02792906533909
H21.33.005,0.575734635,0.0397084719911119,2.57444587802635,0.172567085888537,0.0966580830406166,0.275825085257681,0.435608189014705,0.455402267361557,0.190969503423601,0.229755447459813,0.104984571672365,0.117491416056964,1514,9227,0.591699487339001,0.678230396942979,0.123667984118235,0.0460127149323504,0.657099265442814,0.491549218858556,0.0866886479792381,0.117053176535081,0.213256320006939,0.870679847271113,0.283721313284048,0.264082911567969,0.222065746557839,0.240607659357789,0.19416978307649,0.35971580084098,0.125397353872283,0.126461186850492,0.0745256569143016,0.0889308381152654,0.24155421865073,0.254455075594913,0.0632244782273804,0.0748441186554385,0.343910595886852,0.351349524162864,0.385600568852147,1.02930273653414
H21.33.006,0.838095749,0.0369107824953739,1.57282981119658,0.16273361306601,0.0897458678924423,0.282566112634003,0.429762382063732,0.454881700145058,0.181929257290851,0.17299514096611,0.104857144546677,0.117393453379054,627,12083,0.299830643873085,0.510141235123326,0.125424451329872,0.0248663532598138,0.387876026676983,0.276840367417425,0.0885506904724112,0.113561171368671,0.108291113704586,0.713912799438923,0.215824543835634,0.221475159555309,0.1965530277772,0.187755744282113,0.125957320941882,0.331871289362157,0.155071146560438,0.136494493049844,0.0674147331876238,0.066215014849316,0.198520230263044,0.267247612974649,0.103382940117442,0.0905270316425088,0.218576890572406,0.178353748309485,0.362029361976771,1.06366868644551
H21.33.007,0.723363962,0.05955365093485,1.31786508995198,0.401015428992791,0.152351907752855,0.317206518438555,0.556136036139433,0.553405740834108,0.241493533621635,0.257283913795049,0.105641469293676,0.123332704719891,620,7510,0.322315221640372,0.762196374606693,0.16339855922326,0.0741549791904605,0.530818501715699,0.518178182281306,0.105879232047066,0.125704039560356,0.0979290468317847,0.792946866331262,0.326037829345272,0.29849631582522,0.162091599693221,0.235660313507331,0.16648100511201,0.486677665725727,0.127096739916071,0.225644720945453,0.076942763693871,0.126912371855423,0.273234048317517,0.308526189743818,0.0673424483306946,0.0878618207215747,0.492510882356475,0.385611839813692,0.456663426949132,0.953237752542991
H21.33.008,0.79034705,0.0153782497709596,1.69583781806918,0.245687691173004,0.0576432807231004,0.281151684826762,0.4154011318347,0.415036961156767,0.176912285167924,0.195317560368982,0.107561428190724,0.113146010145616,439,8618,0.385231460722541,0.558605874012175,0.123730727168042,0.0320524334800329,0.411186138053418,0.464230837684707,0.0995313349372977,0.0882534599979922,0.163547726216512,0.78490751935396,0.174798220769419,0.271699715454981,0.208564470290866,0.211970929929588,0.114530154641777,0.238533004207148,0.113645909655339,0.11355370758968,0.0667909378342857,0.0721073303251497,0.277257644811089,0.233784734361595,0.0677046893601537,0.0761426104551251,0.260216977336955,0.345104272492242,0.436763663396477,0.975409681933209
H21.33.009,0.911019291,0.023648472627004,1.15734975621814,0.806679353354469,0.156999965887221,0.28950929474263,0.537590612725658,0.504883224725742,0.176346816229306,0.27789271144838,0.088466592514895,0.108613697610706,105,5687,0.771605574800855,0.90752947124526,0.224936699867249,0.0727984961787154,0.937334359543664,0.795177562662414,0.0675406964052291,0.106609938350816,0.141542902163097,0.7060932971017,0.605580826032729,0.328549367290024,0.108394277663458,0.257038203702988,0.0962206389222826,0.477128311075927,0.119691666534969,0.184568558875435,0.0612605813003722,0.0880390148087799,0.144337625730605,0.209659891702524,0.00605186167217436,0.0646019119927203,0.927885920093173,0.582639701631695,0.545142383518673,1.0122887262125
H21.33.010,0.821793345,0.0318222672181864,2.13044162898708,0.288667217824469,0.0853758334351302,0.287588634761021,0.48797910770336,0.491668335497258,0.21459178384171,0.300723789591063,0.107471722380756,0.119752751385748,1577,9210,0.397287884399947,0.773014202282787,0.113196180130608,0.0595330158679318,0.418297997855959,0.494823308480372,0.109924472750329,0.12075309852395,0.143170969861931,0.823773020448469,0.205146517484114,0.33459747842959,0.207756249565978,0.274284832940784,0.172560351109988,0.502866049036465,0.123662871258427,0.19657821469737,0.0665884349417218,0.105274330652708,0.246004345451795,0.274668308904437,0.0664595211599171,0.0783027292264627,0.358529362636196,0.43537932521341,0.387761561484676,1.00595236727068
H21.33.011,0.17061852,0.0780177757998181,1.43243294726511,0.17262163069333,0.0625975439502935,0.261072927950674,0.448561946036202,0.454160438841239,0.208173013175508,0.184436153660217,0.102515904099449,0.121723270338626,314,10594,0.277176134905238,0.361149927983101,0.0417418156270009,0.0224851667810684,0.353361001534826,0.216862275198521,0.0921580977500624,0.147083846873633,0.101367505492678,0.610025891990218,0.144223698575026,0.21084035379323,0.214883159774884,0.217983320445436,0.126599167562594,0.24285818480394,0.155122873604677,0.185683635481395,0.069208438893792,0.0807716665426943,0.210595804889491,0.317531437373778,0.0993470678663557,0.121501684615736,0.347872737391739,0.14186399264976,0.414976366860851,1.05946534509583
H21.33.012,0.486296563,0.0362429803525898,1.94574533549833,0.176096043993379,0.113406207709805,0.304363582062889,0.459400525361109,0.470145573496524,0.188702474093947,0.190248956426767,0.108062125712724,0.119271775664805,284,8383,0.497610106172276,0.611462728329359,0.212156193986745,0.0312509869575166,0.721644140202814,0.346379716481672,0.0732913484245959,0.122431606904417,0.112804966073641,0.652917205647468,0.150863958706319,0.233883624327815,0.18971208472487,0.198545830120097,0.138346492299731,0.331052875344244,0.182275548262495,0.140826906075231,0.101337861794401,0.0755330308859422,0.196479946794644,0.273877454532543,0.0781350302654253,0.0934075760906961,0.442183298176863,0.233731047632169,0.35905581607785,1.00043634241277
H21.33.013,0.889562753,0.0179901785928297,1.36375559199598,0.399187196490816,0.0680365925626288,0.276590716589725,0.452969466869216,0.468863073474304,0.149510969060356,0.237819336174777,0.103146922487034,0.118804377781317,981,7204,0.491881528654716,0.783376552327963,0.105508704008069,0.0578247863894483,0.369323580090059,0.382390443883063,0.096495288182107,0.113826996583734,0.126419621657402,0.796697282738599,0.159967081019395,0.262831379640858,0.177931593493706,0.21062838116186,0.132008307601091,0.402584090228009,0.115357874897399,0.209372740430754,0.0460764532424624,0.0963004122869314,0.279397561158852,0.27090460695285,0.0838069550609491,0.0852839645579548,0.358203047155483,0.277556033122939,0.378019401057415,0.974970354347478
H21.33.014,0.754185193,0.0745115196982096,1.61267304004625,0.534267126060114,0.169925836116255,0.339444770146094,0.584842046826598,0.574761532932659,0.210801300769004,0.268659606099222,0.0988101346046023,0.126959700910773,387,8025,0.811775840222066,0.830346665902301,0.264453560190915,0.120148600343603,0.989429205579043,0.681839415666842,0.0957367365520438,0.150746481495204,0.160546085631201,0.881411975494983,0.380409169951767,0.329245215460333,0.111094482801373,0.182501919459888,0.12636254508366,0.510200442647637,0.142725667211128,0.223473152641288,0.0867617777921741,0.160563641855279,0.286127052719895,0.367386019238245,0.0687432148967911,0.117208349864431,1.31974553338009,0.456553731216263,0.54887024730983,0.985849668972217
H21.33.015,0.230780762,0.106306566839868,2.03118133129496,0.238615997929692,0.0975040925873651,0.318862942371405,0.606088365962156,0.57576806182687,0.244940452761503,0.303319226680111,0.105192733383502,0.126133455475397,330,8862,0.627638172606627,0.861671047359604,0.202554278166005,0.0863149427911601,0.840661786993345,0.688949267232601,0.0791023970553369,0.138455068607651,0.0995072456923398,0.691385764150271,0.187988717808868,0.301394437652235,0.236539700717637,0.223284496635088,0.189906935845361,0.481807997160179,0.258037917270805,0.352240828318423,0.132915597070347,0.144070163606686,0.195937277060567,0.296513375066367,0.108512635212956,0.114566400801438,0.756052086705511,0.431422828214297,0.494437345862389,1.17450569530382
H21.33.016,0.336173297,0.0184886797830678,1.78397154224956,0.19223159635067,0.090556104204073,0.26708084092192,0.450757918269562,0.462068880955579,0.195114677103724,0.203954115754926,0.103282593295971,0.119632871917556,552,6403,0.3375530284492,0.492532212251698,0.0572741935974446,0.0314962662292164,0.456881792217061,0.264454502226035,0.0703862769988136,0.115161951834939,0.123897848407859,0.658234051045181,0.168994413013907,0.23398597907044,0.207954772788545,0.196161877935833,0.124622688453267,0.320942287890823,0.118592061804257,0.156054801334236,0.0658203201989333,0.0698003875844817,0.199832087139721,0.272020659526261,0.0847875415415004,0.0964869070759178,0.388628090961256,0.172584432788576,0.415956308822269,1.13497701886295
H21.33.017,0.680216044,0.0164186861312355,1.93224658041935,0.0947049582914337,0.0587963714522885,0.313148485957202,0.393382609872234,0.421390754731098,0.186971867126736,0.202712739845595,0.106165420283879,0.110514148898131,347,3987,0.258467169720089,0.405913097114455,0.0670357828782684,0.0250889828700992,0.280205085873604,0.308848672769992,0.100301210492076,0.111075408091469,0.21052065517442,0.9611771075176,0.181346792309016,0.213842375238071,0.145460222914858,0.189158588455364,0.0947400164449593,0.198251156761947,0.0821232617932026,0.128263391258164,0.0571598928926314,0.0786200082571937,0.240793456691143,0.238320016183738,0.0493879676809916,0.0572818470976318,0.284223270991694,0.328568797113791,0.3689259145119,0.857018404402229
H21.33.018,0.64394614,0.0392137968364884,1.96830792137805,0.359650464392197,0.22530784300145,0.326437028493075,0.427621305793999,0.448625016765772,0.172849493375776,0.191822266219218,0.109130709713149,0.117293979507431,680,6554,0.741483797001488,0.58094491544505,0.180276205522173,0.0379604053174009,0.913745092907373,0.321301272321409,0.0862796281409614,0.127648486429243,0.134292215941583,0.719682635067029,0.539771723418551,0.265938744614532,0.201691983596367,0.193685439798662,0.140800571551218,0.307386825126043,0.162446335462086,0.138678713923057,0.0883461671497892,0.0761886503579261,0.228459552631659,0.252542467122266,0.0925948678570635,0.0816870780237108,0.681369431755122,0.203605513018776,0.43255854586468,0.847098788174326
H21.33.019,0.517476286,0.020938019966061,1.74805776066603,0.275396698377502,0.0899471995360663,0.257198108636004,0.493713363631813,0.507484830199406,0.211499748017883,0.275749999915336,0.0998900034329217,0.124911530761163,1803,13799,0.414821933390892,0.682984963157154,0.20128578079851,0.0829811082671402,0.442458535936629,0.347897296179502,0.0787520841863244,0.124603032402484,0.111935945794904,0.61922973868458,0.257806810500287,0.291395082582509,0.256112592341301,0.230902501036982,0.154043587409187,0.401062894001343,0.151853167855336,0.299061298140618,0.0739206691384646,0.132490612087278,0.210023217295781,0.311478541748622,0.0919283162502864,0.11870767814221,0.208737300970259,0.244531288699284,0.285765865099675,1.05807506448614
H21.33.020,0.911076764,0.0111496382951736,1.71882080619152,0.394973364927001,0.0724354559106705,0.242098616877427,0.411747180977784,0.392563168994956,0.174317539748499,0.11329439610748,0.0909366584955125,0.0979451256132188,1300,236,0.353891247098262,0.441917212332709,0.117024795229618,0.013402633621531,0.758239636146105,0.697827220215636,0.059557500733779,0.0595710378582195,0.083566880936806,0.685917701509039,0.201140266037904,0.192729428789373,0.177572874495616,0.25897356716253,0.0834684512019157,0.161595660119744,0.0938641953239074,0.102426005495807,0.0590280882670329,0.0505566118379771,0.167430856388349,0.13236082686206,0.063831252524486,0.0528858209312972,0.313946860134602,0.278896783999467,0.268467229535947,0.600397355980792
H21.33.021,0.704996505,0.0174894676379421,1.74861062460524,0.353799619764652,0.079416524737562,0.292162570647676,0.431593007934265,0.423340936845554,0.19510399541479,0.199526092890533,0.1092228883373,0.114275632249866,544,5468,0.323136558016653,0.515474036964094,0.136256136219291,0.0405554402464266,0.468315696124645,0.512949576634088,0.0986461181412725,0.108253417349943,0.145817190737409,0.724943898220348,0.205683556987959,0.262285907604972,0.23280845996102,0.227022910640516,0.100098071017248,0.261237546236097,0.110654324183569,0.132506285425502,0.0602501114446889,0.081766864899396,0.191747490097495,0.223810848952343,0.0753111591672196,0.0766687803856086,0.240798850762932,0.304410758228658,0.399960608112023,0.83657330777646
H21.33.022,0.73992399,0.0304628163576126,1.70432140342696,0.336000673833781,0.107117195280487,0.276790779344347,0.505667891427711,0.511352967603184,0.199301570322551,0.266682481123498,0.105569365056696,0.118797379778577,1528,9095,0.351847754596338,0.79291620575805,0.138425728667001,0.0488464667750067,0.372312719919061,0.50442614984781,0.0815132041681187,0.110091387277337,0.118406666013661,0.762547675305143,0.317412532553935,0.296441611069254,0.243204492529493,0.231643962515226,0.165107387220438,0.438156605805995,0.0997482814206815,0.181744202322246,0.0649146222806882,0.100011476977161,0.21583394780365,0.267959243480225,0.0832258125581823,0.0856567304558876,0.218987618850944,0.338456649419664,0.328602952551077,1.14429953213968
H21.33.023,0.296555035,0.0752442209296441,1.85504682279295,0.265608820304709,0.074530714679332,0.30103260301566,0.456395868296261,0.481309697145979,0.212843132284104,0.216474687471681,0.110628474049614,0.122444965505686,756,9290,0.316992484525871,0.548777909167071,0.168320948957766,0.0376175426824903,0.494525534884324,0.29691000976294,0.0887707576313347,0.132480175974824,0.11896096335517,0.765068443956814,0.171751203202697,0.248683347241037,0.196631578206228,0.208742074690061,0.129256485217305,0.340738224863316,0.17606186003439,0.178544751133277,0.0942028040687243,0.0795280490708172,0.227026817994931,0.281609495106054,0.0999539497471045,0.0898608848288158,0.398799440375081,0.201921860653951,0.399197405687085,0.95431288156109
H21.33.025,0.518004737,0.0772867685349153,1.94357469720806,0.601912442101832,0.112756892478914,0.321230588351294,0.430773399735454,0.442957693619594,0.192914661718678,0.178759716298759,0.106823096116461,0.115550960305216,834,6404,0.483033713391073,0.597978406609603,0.195760663804248,0.0474149987408699,0.71906192404189,0.363226344313898,0.0740921258461847,0.124522590017915,0.196846294567453,0.769774229497853,0.276764519119577,0.260604396485127,0.251893132603426,0.270385134411972,0.16740816799428,0.307712388532044,0.169016739768948,0.132164229929731,0.139392010688925,0.0767926689752754,0.236409016543155,0.255838729712244,0.0979406363207945,0.0772846363150956,0.592448685720241,0.31962832423226,0.450805773695024,0.835084192633983
H21.33.026,0.749598881,0.0592868302483112,1.90882974110233,0.135300716579148,0.0641363783636027,0.307374912438293,0.474446380324081,0.473284534073286,0.208311259730376,0.228640313718764,0.106788191598992,0.119694328412055,384,5988,0.469380928281074,0.747986592283957,0.207531372938926,0.0386714760933268,0.469181675541525,0.437449324379613,0.079654924881955,0.126709280923785,0.109943511507784,0.69631832588586,0.179114405298606,0.282171755991801,0.193981280550361,0.213395913436999,0.152502975504225,0.399505078638285,0.116709049713487,0.153372768878827,0.0979426532673339,0.0942777379944114,0.204789363779128,0.275452948948673,0.0977573206958671,0.097816832035123,0.380346920108423,0.302022143436935,0.350266334833577,1.06749672115685
H21.33.027,0.687187072,0.0837312971802352,2.07506315751041,0.236015020963851,0.075982194498098,0.333337049962377,0.523774745797867,0.545789247025522,0.248977341442598,0.27694569195216,0.106309091356337,0.123448899102229,2085,15233,0.380920716505542,0.664482547881579,0.13509493155731,0.0254909733643791,0.676986296978786,0.448410042334094,0.0899336816309739,0.138010033731024,0.130639642148281,0.710425134905469,0.206321775341491,0.318051552108118,0.179823116604373,0.249259893540512,0.182442098177023,0.413948668148531,0.21515698790979,0.247741954510818,0.116833654896533,0.117517924555092,0.226720713196899,0.287314078339246,0.084276929176111,0.103112664757234,0.46177952704098,0.330408726581337,0.420388837176547,1.10417563240049
H21.33.028,0.300177146,0.102974791153936,2.13320413535148,0.349381064502929,0.132299413627074,0.280404218259902,0.411163064745677,0.435198176383977,0.189567918740678,0.154144982363708,0.103213192537611,0.114999333563242,1808,6489,0.290673888107119,0.465368833995082,0.109600490156924,0.0333785025035771,0.579628264053469,0.353062169436617,0.0731661919405503,0.125517785990067,0.155692563103759,0.775542593656556,0.247866730016154,0.201880658081866,0.190668788763274,0.218951194894013,0.137621276006432,0.216896917439606,0.0926317373636813,0.100246303793893,0.046888149978049,0.0550132216430717,0.186623394481047,0.225739186014512,0.0644687191723327,0.0670099746310154,0.199103207154348,0.199495294890146,0.413756325346442,0.989491978548565
H21.33.029,0.910112215,0.0520391307754974,1.74140734525807,0.265173430763074,0.0679778830244997,0.295394733398828,0.478163499474193,0.491729222360381,0.192875218924626,0.267819061108797,0.105695626876976,0.120420905486503,459,5409,0.529537616666885,0.790793517465004,0.154946951954453,0.0840798021499243,0.503295452571383,0.413334543745979,0.0924818237882294,0.11065380510241,0.113375293338481,0.668532006461831,0.140275784827006,0.268127694022118,0.198136677539427,0.26518488272592,0.137691824199847,0.410313245183159,0.136420484656602,0.208452316785166,0.068485564266155,0.10454566072811,0.248187657405089,0.278076144758688,0.0637343032427603,0.0729435247645116,0.452750932417145,0.317383617484337,0.345250180409105,0.983067736714213
H21.33.030,0.252442597,0.0457742761198125,2.08024086314544,0.216690119476088,0.0736256057980253,0.3138243944419,0.557688577381835,0.545640921836379,0.246554326582706,0.320166821594307,0.105206595817995,0.124335958484682,401,6094,0.531030713842991,1.00488524323786,0.224687648310031,0.056044018879034,0.654748660221956,0.522345125847589,0.0779079233024483,0.126284452852731,0.124751761815792,0.644445869829573,0.196288956148072,0.3149356710366,0.177986457609476,0.239610913373141,0.179659241081176,0.558718657587488,0.200233246620159,0.265793195734009,0.154715697961555,0.10705879826342,0.295776536042554,0.348006471001226,0.0770853635973467,0.114462389043723,0.480194465477865,0.372643548475648,0.362997243380606,1.09192848790952
H21.33.031,0.834626692,0.109455896953566,2.29953084622337,0.552750039072532,0.0918925346306643,0.290234371215369,0.531705782113409,0.525493516633617,0.247737522778623,0.269109147408337,0.0957902308908504,0.122000909956426,452,7896,0.581644355063945,0.782174101261669,0.247929804093015,0.0458564399708564,0.859664364594274,0.506185609384005,0.0738994458080393,0.139120066754535,0.157013674489165,0.720409386656356,0.250021122527861,0.319420193210659,0.156945128554264,0.206809627015819,0.188738088362512,0.455570102105976,0.198982412902127,0.283689795401638,0.128052882256761,0.10693571533302,0.158143123496423,0.270008944194828,0.0731602864323464,0.113696815635681,0.480203793837433,0.272925065840729,0.30588784906189,0.942230207498328
H21.33.032,0.380411215,0.079447816210103,1.66985369072924,0.242708644846029,0.0779951077075642,0.311974541202779,0.542567295298927,0.541977741277439,0.240599921926819,0.255364320135338,0.102048693629096,0.12395371149133,277,8389,0.42270515175933,0.614583845087002,0.105435874810718,0.0405336162791461,0.682474081051479,0.45213410729805,0.0898193248988059,0.159037125704879,0.150093920394402,0.652946130572748,0.197239924961909,0.274459615355098,0.187965491510901,0.257089608460256,0.157333682698033,0.364992258097545,0.181854325403806,0.246136241113206,0.080488125124563,0.115808435798665,0.202836842958678,0.291525808906247,0.0996955228626513,0.134575936535638,0.562823883462899,0.300665459878159,0.366115927588638,1.05048046191531
H21.33.033,0.899911521,0.0271078039666491,2.22120356627061,0.189557862790739,0.0771391559026073,0.304054407164024,0.410014819239045,0.41625174870524,0.192894312640777,0.179705675167894,0.107665108897374,0.107668236103843,797,2932,0.634009047856594,0.523583229585445,0.145606830585257,0.0520374058869046,0.644970796394677,0.381210646346862,0.107150863916841,0.134456086326975,0.119364126544525,0.620132520876185,0.17483323833051,0.215053794255015,0.276699744267775,0.246835647293177,0.148963590487931,0.214406786311169,0.119047366465948,0.106309415376142,0.0909014218761451,0.06785641598425,0.25604038991249,0.211217404705298,0.108444271340424,0.0682411868541945,0.367236484865771,0.26395107121912,0.344389987448078,0.836686026513333
H21.33.034,0.869521183,0.0332960231950151,1.04140458275928,0.361656080639881,0.15925611004862,0.27233848230724,0.489422841512454,0.463819508540739,0.258754037207038,0.18064800354584,0.0910010534907589,0.104971298777441,1122,1312,0.325470168694668,0.800155035197371,0.181882546866004,0.0657565023114042,0.737347303891352,0.665570924603721,0.064481740063737,0.122379041674388,0.0695257279855895,0.630202202342178,0.272228660510186,0.229878982665335,0.224530179657826,0.278774191330119,0.170489524217213,0.248409762422032,0.137848409287857,0.12679237306754,0.064554038346345,0.0822402444418247,0.206524860598612,0.195335844440795,0.0649676665849652,0.0713227913237926,0.485829619269108,0.410152708804916,0.324945486431241,0.758258406209146
H21.33.035,0.376970226,0.0867382110245342,1.53823232967437,0.511086549258457,0.0769346849742268,0.28081991821773,0.495209457968996,0.502994836064777,0.210128583971875,0.280759000153233,0.10071638279221,0.120244481311989,1214,7755,0.336371378828902,0.794390763841007,0.175120790447592,0.0499584898040381,0.557173585282912,0.485201575869345,0.105728985352021,0.128956638069536,0.0966814856798291,0.673882679208911,0.25517562829584,0.304194692742778,0.145130532577364,0.232029976854779,0.14780557590124,0.478528905081065,0.121709698188246,0.226095312681508,0.094350848868612,0.119879035227515,0.235409536879184,0.281290741510291,0.0639164241082979,0.0932000321742606,0.418893805715751,0.355034322117237,0.308559955983028,0.933440358063469
H21.33.036,0.690040907,0.0227645410917192,1.6697215484699,0.162570174671933,0.0326129924668484,0.309917676355202,0.463321718911231,0.474210738527661,0.197641691840737,0.212165669360195,0.107499360528735,0.120831082951164,191,5869,0.343952958184387,0.651956721976549,0.0821680858809286,0.0318935043579179,0.343505843615657,0.341203114830629,0.0792294960683553,0.129047996776004,0.14499565366051,0.680436678733477,0.117920041240323,0.250869115134443,0.195377828563071,0.241196833535696,0.146532955125988,0.342966853029877,0.105191392736285,0.130551749759449,0.0597224770728206,0.0723999501351178,0.200005028572382,0.267682323705492,0.0901770735286293,0.100799843144008,0.163011461808419,0.228972281011488,0.441623383791659,1.02680560236063
H21.33.037,0.180318628,0.0780698374093297,2.22967347631972,0.180586199468701,0.102996187803736,0.298600510947676,0.6009825033453,0.576103221390011,0.255837882369106,0.377843371694483,0.105321814322843,0.125617353049619,415,4537,0.592749592625951,1.00441612885575,0.177171970850014,0.0543199560761202,0.754858509316502,0.792203546322493,0.109667350872453,0.138664250481108,0.11592104585774,0.691304156016037,0.202769652906671,0.393870433995692,0.233789920519634,0.263879297079889,0.235924527731286,0.593528329901576,0.211674593371081,0.329653845598697,0.119868526257664,0.141466280111683,0.247594265693642,0.327365127417362,0.0780098914381969,0.109648303241063,0.491424369022071,0.470691159400405,0.351504816850984,1.07412726838854
H21.33.038,0.182369814,0.0812973330418269,2.15970579496885,0.111503870559461,0.0836005233887674,0.34138128889651,0.438545767956216,0.445845117802299,0.182505452798121,0.161446568930927,0.109981432888161,0.118393649132106,354,3531,0.571798756634448,0.585506657090463,0.229395877969804,0.0371521395960566,0.713861735190375,0.317725593510607,0.083601938634269,0.113386390031785,0.161322377916783,0.706636316964576,0.212500542107612,0.256334567762736,0.20813164102324,0.214540002177066,0.170463891815668,0.267393278298281,0.170866541985401,0.106012919332692,0.112471075549638,0.0614546816221076,0.272576359200612,0.253917496048992,0.100467975993278,0.0929650503100737,0.387778138878655,0.217651622719626,0.375938754718182,0.886327915954982
H21.33.039,0.729331972,0.0122845439676798,1.77526476762869,0.427975245458739,0.128961410943103,0.299571165924419,0.468438730219957,0.475582155000501,0.194857179597925,0.201243919331715,0.105360618689783,0.115265918385967,606,5023,0.536960059905996,0.674930398113078,0.181004841114231,0.0436409501907314,0.618566812363395,0.460351910924926,0.0733972016488365,0.129315621979578,0.118424143261052,0.738299079285351,0.289940523727499,0.273787378201311,0.243573416036741,0.247361235851587,0.145053005700458,0.333141232811607,0.136743257369342,0.135969228257868,0.0822013432633365,0.0748587464741293,0.256889749355245,0.224911993244493,0.0785361058739546,0.0861034296963252,0.463650170750547,0.325612433551377,0.342153960476221,0.818471073967846
H21.33.040,0.74451789,0.0332635644809667,1.98364220499556,0.200256955908172,0.0730996618777404,0.326862609244528,0.53561429219468,0.537757387712196,0.217744034528213,0.352676778804929,0.102931678831013,0.120084365077633,1365,8606,0.281904269028933,0.779376189450164,0.112846814232432,0.0566912378112424,0.517244245783313,0.6534300378108,0.0834539403627207,0.100975655597599,0.197134726235281,1.00515057199013,0.291711842489767,0.417232632930511,0.134590414002701,0.241373994836357,0.174549635273196,0.598711230409664,0.115928626278818,0.22083039304132,0.0597609706414052,0.108889410740174,0.220532431576278,0.265507182655689,0.0485956141145238,0.0740980312034276,0.5974743665793,0.576763053014511,0.458297352607434,1.02241829267261
H21.33.041,0.303751417,0.0544306408933231,1.63860468889986,0.221702158844944,0.0557680972701027,0.302586645684072,0.483190366975342,0.495285092450234,0.21944159852603,0.233883280269504,0.105319760503252,0.1224372913552,700,8135,0.271561252219336,0.656802718569402,0.113449772851808,0.0436492969960286,0.341525100895337,0.338935166237888,0.0865744315300669,0.12703278016599,0.141436622185366,0.665268098592722,0.138234346381256,0.277841494401394,0.154960369808333,0.244579848279855,0.140029134580067,0.400233216377659,0.176684724220208,0.208225247742907,0.10122631251812,0.0944984095543165,0.227183856878962,0.278882073325728,0.0743225472314017,0.0939999999049147,0.262985519639083,0.269488335834025,0.439600322544575,1.00905389595266
H21.33.042,0.850064912,0.0501099421211887,1.94470269152497,0.291672688512086,0.0903612636339301,0.300578287873324,0.501586426259742,0.509041138853337,0.211305239540682,0.2717375344611,0.111494414579858,0.124192445343214,722,8002,0.556398029513967,0.886423547346945,0.274186777234738,0.0496577903613452,0.5728299752951,0.478136255488943,0.102063953690747,0.128755269872881,0.188631039515262,0.78358923845967,0.270662635358417,0.28931113576828,0.292608904458809,0.245861105288928,0.202650436238899,0.457004091100219,0.192219381249017,0.219296329892414,0.126694939266942,0.102364373826081,0.273199081008124,0.305213486454996,0.108286677552723,0.0991241462673956,0.49782554526656,0.312141705315557,0.397936380635999,1.09818062337078
