gene,det_all_astro,det_bin_astro,early_astro,late_astro,pct_change_astro,det_all_exc,det_bin_exc,early_exc,late_exc,pct_change_exc,reportable_astro,reportable_exc,nullable_astro,nullable_exc
AC022113.1,0.000444978418546701,0.000432893970831903,0.000478555478886921,3.71207687017227e-05,-92.2431629477814,0.00629606856744714,0.00618314223036389,0.00164088749679789,0.00127944683743706,-22.0271444609192,FALSE,FALSE,FALSE,FALSE
MYO10,0.737255076462125,0.73954710334224,0.907520792352734,0.949677686438524,4.64528134683275,0.164010427444844,0.162938839511199,0.0660798942857606,0.0581531096228206,-11.9957586927436,TRUE,TRUE,TRUE,TRUE
BASP1,0.142986398493006,0.143093848427401,0.115982361865558,0.112728769992181,-2.80524712641043,0.975241518023966,0.975109120926341,1.32028473296447,1.26457992495706,-4.21915111313403,TRUE,TRUE,TRUE,TRUE
BASP1-AS1,0.109257034367167,0.109357973459121,0.0788003485871366,0.0842799821483771,6.95381893543434,0.966917725316329,0.967318753722173,1.22802164176626,1.28515614631976,4.65256495572224,TRUE,TRUE,TRUE,TRUE
AC026790.1,0.00201723549741171,0.00201519607111403,0.00125007234870767,0.00168054554987908,34.4358629815652,0.054876587230102,0.05449789296726,0.0147684496741514,0.0134498830760137,-8.92826686097928,FALSE,FALSE,FALSE,TRUE
AC026785.2,0.000385647962740474,0.000373184457613709,0.000258431043484674,0.000231726814367468,-10.333212588212,0.000418348372535504,0.000410098679994874,0.000106416037062953,0.000105458473968611,-0.899829688053488,FALSE,FALSE,FALSE,FALSE
AC026785.3,0.000444978418546701,0.000447821349136451,0.00030713876849395,0.000232351955817732,-24.3495189626935,0.00213045025301888,0.00211984832379703,0.000576804385382662,0.000568153995299591,-1.49970948596941,FALSE,FALSE,FALSE,FALSE
LINC02111,0.00013349352556401,0.000134346404740935,2.67429657111338e-05,4.47137377535902e-05,67.198126926419,0.000516608132632811,0.000518654212934693,0.000155448262033274,0.000120450002006281,-22.5144106271847,FALSE,FALSE,FALSE,FALSE
LINC02217,0.0207656595321794,0.0207042737084086,0.0169704664999931,0.0157970270385453,-6.91459755362812,0.566311194615365,0.566656866514387,0.37870381561243,0.37102390681301,-2.02794597857447,FALSE,TRUE,TRUE,TRUE
LINC02218,0.00170575060442902,0.00170172112671851,0.00146860925018963,0.00142111670336595,-3.2338450011498,0.0703227237605499,0.0702836767155921,0.0326673545489855,0.0280150927406458,-14.2413178923428,FALSE,FALSE,FALSE,TRUE
AC106774.4,0,0,0,0,,1.93541951706817e-05,1.96003045585785e-05,7.27802612973633e-06,4.4412803105158e-06,-38.9768567555734,FALSE,FALSE,FALSE,FALSE
TAF11L2,1.48326139515567e-05,1.49273783045484e-05,0,1.82452741276282e-05,,0.00125057876487482,0.00125441949174903,0.000353897305729263,0.000297499242300121,-15.9362793997328,FALSE,FALSE,FALSE,FALSE
TAF11L3,0,0,0,0,,5.95513697559436e-06,6.03086294110109e-06,2.60825438591004e-06,4.95522372587093e-07,-81.0017621262735,FALSE,FALSE,FALSE,FALSE
TAF11L4,0,0,0,0,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE
TAF11L5,0,0,0,0,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE
TAF11L6,0,0,0,0,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE
TAF11L7,0,0,0,0,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE
TAF11L8,0,0,0,0,,1.48878424389859e-06,1.50771573527527e-06,0,8.0178131130694e-07,,FALSE,FALSE,FALSE,FALSE
TAF11L9,0,0,0,0,,1.48878424389859e-06,1.50771573527527e-06,5.12198119554695e-07,0,-100,FALSE,FALSE,FALSE,FALSE
TAF11L10,0,0,0,0,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE
TAF11L11,0,0,0,0,,7.44392121949295e-06,7.53857867637636e-06,1.87133145394339e-06,0,-100,FALSE,FALSE,FALSE,FALSE
TAF11L12,0,0,0,0,,4.91298800486535e-05,4.9754619264084e-05,1.65905032719548e-05,1.08734706188449e-05,-34.4596698448212,FALSE,FALSE,FALSE,FALSE
TAF11L13,0,0,0,0,,2.23317636584789e-05,2.26157360291291e-05,5.76577827250993e-06,4.81563356326302e-06,-16.4790365556894,FALSE,FALSE,FALSE,FALSE
TAF11L14,0,0,0,0,,2.97756848779718e-05,2.86465989702302e-05,5.97304599077154e-06,6.09613498161417e-06,2.06074071809923,FALSE,FALSE,FALSE,FALSE
H3.Y,0,0,0,0,,1.48878424389859e-06,1.50771573527527e-06,0,1.03303039618065e-06,,FALSE,FALSE,FALSE,FALSE
LINC02223,0.0340853468606773,0.034109059425893,0.024883535257984,0.02621457846556,5.34909205535374,0.64464357760809,0.648560508401746,0.4671865664445,0.479843878477444,2.70926283888504,FALSE,TRUE,TRUE,TRUE
LINC02100,0.00938904463133538,0.00937439357525638,0.00695712963800961,0.00702092084763114,0.916918512959852,0.0088731540936356,0.00882466019856616,0.00288557979296779,0.00219759912024148,-23.8420255923239,FALSE,FALSE,FALSE,FALSE
AC106744.1,0.00124593957193076,0.00125389977758206,0.00080053624104029,0.000734971147230771,-8.1901468600993,0.00385595119169735,0.00375873532804125,0.000961611100383926,0.0010957540077927,13.9498085406063,FALSE,FALSE,FALSE,FALSE
AC106744.2,1.48326139515567e-05,1.49273783045484e-05,0,5.77819106844938e-06,,4.46635273169577e-05,4.07083248524323e-05,7.54028667239868e-06,1.49047413596888e-05,97.6680994669321,FALSE,FALSE,FALSE,FALSE
CDH18,0.34235156261588,0.343195354599872,0.291111745837143,0.301114926429005,3.43619958140005,0.994851784084599,0.994931059698004,2.39430663826024,2.46719399915011,3.04419491326444,TRUE,TRUE,TRUE,TRUE
CDH18-AS1,0.00146842878120411,0.00147781045215029,0.000921639377439274,0.00109650837953371,18.973690401586,0.0433399981241319,0.0434463366276922,0.0174875720124031,0.0118474428588298,-32.2522140270413,FALSE,FALSE,FALSE,TRUE
LINC02146,0.000118660911612453,0.000119419026436387,9.26805883421443e-06,4.42176777907347e-05,377.097508568876,0.000367729708242952,0.00036335949220134,9.82052692931531e-05,7.87580941223889e-05,-19.80257812105,FALSE,FALSE,FALSE,FALSE
LINC02241,0.0510686898352097,0.0510068516666418,0.0304657367074654,0.0319153556434612,4.7581942623451,0.0916242487222509,0.0918651197503223,0.0248133733295564,0.0255900095498713,3.12990986755457,FALSE,FALSE,TRUE,TRUE
AC140168.1,0.0221005947878195,0.0222417936737771,0.0178661429519905,0.0198967439011478,11.3656369738781,0.0373148882890743,0.0375873532804125,0.0137646730383892,0.0141495895618882,2.79640876630665,FALSE,FALSE,TRUE,TRUE
AC093274.1,0.0121479108263249,0.0121807406965115,0.00758025494908328,0.00857780192100596,13.1598076664072,0.0156113915815206,0.0156727050681864,0.00394397802517702,0.0040464617528372,2.5984862746689,FALSE,FALSE,FALSE,FALSE
AC091946.2,0.0067785045758614,0.00679195712856951,0.0055783091864589,0.00359152366442884,-35.6162675036531,0.0100522712148033,0.0100308327867864,0.00249838599816576,0.0020374437174258,-18.4496023063838,FALSE,FALSE,FALSE,FALSE
AC091946.1,0.0696391225025586,0.0698153483303728,0.0669151535748967,0.0664503238152009,-0.69465544777616,0.312457104403973,0.311667458217428,0.176834670062882,0.138621209706096,-21.6097105523463,FALSE,TRUE,TRUE,TRUE
CDH12,0.329936664738427,0.330716066337269,0.301603965861037,0.291470325135874,-3.35991627173476,0.938108261412648,0.938857603787382,2.21682309629425,2.27303510027145,2.53570093487243,TRUE,TRUE,TRUE,TRUE
AC139497.1,0,0,0,0,,0.00109127885077767,0.00109007847660402,0.000201490994820204,0.000227234822780873,12.7766642790371,FALSE,FALSE,FALSE,FALSE
AC138854.1,0,0,0,0,,0.00118507225814328,0.00117300284204416,0.000329578141282146,0.000286112533273329,-13.188255701584,FALSE,FALSE,FALSE,FALSE
AC091938.1,0.00974502736617274,0.00980728754608828,0.00786638380179088,0.00730320202198102,-7.15934785284241,0.367356023397733,0.367816299914814,0.180126313436331,0.153184524285372,-14.9571645791119,FALSE,TRUE,FALSE,TRUE
AC010445.1,0,0,0,0,,5.50850170242478e-05,5.5785482205185e-05,9.30989189828573e-06,1.0279304627646e-05,10.4127173543094,FALSE,FALSE,FALSE,FALSE
PRDM9,0.00148326139515567,0.00147781045215029,0.00113335048344568,0.00101463956928823,-10.4743339233016,0.00472837875862192,0.00465431847479476,0.00122349158813503,0.00121542435239525,-0.659361765786737,FALSE,FALSE,FALSE,FALSE
C5orf17,0.0453284682359572,0.0452747383976952,0.0383377461043109,0.0425772044952958,11.0581837008623,0.0930653918703448,0.0928556889883981,0.0466789934344564,0.0585279088202016,25.3838279576075,FALSE,FALSE,TRUE,TRUE
AC114930.1,0.0118364259333422,0.0118374109955069,0.00892577410732159,0.00833749102380668,-6.59083544397958,0.129506363808251,0.129066497802504,0.0737830635898934,0.0773211975066856,4.79531988053268,FALSE,TRUE,FALSE,TRUE
AC010387.1,0,0,0,0,,6.25289382437408e-05,6.33240608815614e-05,2.02486889357603e-05,1.32011460908804e-05,-34.8049341230855,FALSE,FALSE,FALSE,FALSE
AC010387.2,0.000192823981370237,0.000194055917959129,1.59526209354989e-05,0.000120170649344882,653.297215741332,0.0015885327882398,0.00159667096365651,0.000390377439860858,0.000357390268560813,-8.45007111881326,FALSE,FALSE,FALSE,FALSE
CDH10,0.634153576884854,0.636279500231374,0.827903151496762,0.836483231842621,1.03636280769652,0.937965338125234,0.938981236477674,1.394655092784,1.43173790714055,2.65892366854119,TRUE,TRUE,TRUE,TRUE
AC091885.2,0.111244604636675,0.11138809690854,0.140439285390986,0.0848436595768396,-39.586947241555,0.311743976751145,0.311412654258166,0.215122040590738,0.142403621141166,-33.8033328662574,TRUE,TRUE,TRUE,TRUE
AC091893.2,0.00035598273483736,0.000358257079309161,0.00038574303180393,0.000114227733257282,-70.3876094084979,0.0145409557101575,0.014437885880996,0.00312392320316725,0.00428914992308526,37.3001077214901,FALSE,FALSE,FALSE,FALSE
AC106821.2,0.00170575060442902,0.00171664850502306,0.000731118280098645,0.00125596382858507,71.7866811394204,0.00562760444193667,0.00554387075860717,0.00147567420349738,0.00163707541420699,10.9374555933207,FALSE,FALSE,FALSE,FALSE
LINC02239,1.48326139515567e-05,1.49273783045484e-05,0,1.24391403893151e-05,,3.12644691218704e-05,3.01543147055054e-05,7.4127857274414e-06,6.69881022673805e-06,-9.63167595766711,FALSE,FALSE,FALSE,FALSE
AC106821.1,1.48326139515567e-05,1.49273783045484e-05,0,0,,5.95513697559436e-05,5.5785482205185e-05,9.5781322152567e-06,2.3088355616277e-05,141.05279711529,FALSE,FALSE,FALSE,FALSE
LINC02228,0.00235838561829751,0.00237345315042319,0.00165934411102304,0.00154881125919984,-6.66123747864753,0.00611443688969151,0.00609871014918847,0.00147449368978704,0.00168170959794786,14.0533601192113,FALSE,FALSE,FALSE,FALSE
LINC02211,0.00381198178555007,0.00380648146765984,0.00319371647976803,0.00390603429557348,22.303727344551,0.012391151261968,0.012307483547052,0.0050768874977075,0.00544841439167691,7.31800525690536,FALSE,FALSE,FALSE,FALSE
AC099499.2,1.48326139515567e-05,1.49273783045484e-05,0,1.12245683013892e-05,,9.37934073656112e-05,9.49860913223421e-05,2.2378629525248e-05,1.53211442897876e-05,-31.5367177757601,FALSE,FALSE,FALSE,FALSE
AC099499.1,0.00115694388822142,0.00116433550775477,0.000659378555686812,0.000783981042654688,18.8969577328898,0.00313240204916263,0.00310890984613761,0.00101480536760563,0.00104125894275332,2.60676342401502,FALSE,FALSE,FALSE,FALSE
AC106754.1,7.41630697577834e-05,7.46368915227419e-05,1.62926831500447e-05,7.12250359011504e-05,337.159645499857,0.000198008304438512,0.000199018477056336,4.23876274627009e-05,6.24504608304928e-05,47.3318148920845,FALSE,FALSE,FALSE,FALSE
AC022140.1,0.00194307242765393,0.00194055917959129,0.00145734307603826,0.00127035243230157,-12.8309282015472,0.00577797165057043,0.00573535065698713,0.00149057772761524,0.0014175455668841,-4.8995875477076,FALSE,FALSE,FALSE,FALSE
AC113370.1,0.00102345036265741,0.00100013434640474,0.00103605204704572,0.00059482988746956,-42.5868720431851,0.00180738407209289,0.0017866431463012,0.000562260994061333,0.000493549311762441,-12.2206027137989,FALSE,FALSE,FALSE,FALSE
AC025475.1,8.89956837093401e-05,8.95642698272902e-05,5.8993118151486e-05,6.21265025932457e-05,5.31144062213096,0.00403460530096518,0.00406027847509631,0.000820682839381692,0.00114749130215023,39.8215299609232,FALSE,FALSE,FALSE,FALSE
AC025475.2,0.000341150120885804,0.000343329701004613,2.85930710742151e-05,0.000140783178791681,392.368162993997,0.000915602309997633,0.000904629441165163,0.000185617252553534,0.00018509505793125,-0.281328710073925,FALSE,FALSE,FALSE,FALSE
AC113347.4,0.00151292662305878,0.00152259258706393,0.000904557624569052,0.000981669255610749,8.5247892392079,0.00601022199261861,0.00602784750963054,0.00150549140002103,0.0016574510000544,10.0936876843835,FALSE,FALSE,FALSE,FALSE
CDH9,0.129266230587817,0.129420369900434,0.105982155975269,0.105464702793156,-0.488245570541002,0.827637492946885,0.829139622015665,1.20335921287094,1.18333725627001,-1.66383872635706,TRUE,TRUE,TRUE,TRUE
PURPL,0.00663017843634584,0.00662775596721948,0.00385437499031848,0.00473152851848202,22.7573479582762,0.034148244202302,0.0338663108457531,0.0103799459829204,0.011566188033061,11.4282102439885,FALSE,FALSE,FALSE,TRUE
AC113355.1,0.00341150120885804,0.00343329701004613,0.00176269080314395,0.00246400457251207,39.7865449866332,0.00622014057100831,0.00618314223036389,0.00147708330782746,0.00188875686266818,27.8707065917781,FALSE,FALSE,FALSE,FALSE
LINC02103,0,0,0,0,,8.63494861461182e-05,6.18163451462861e-05,1.21921618334851e-05,6.75796197631405e-06,-44.5712575947468,FALSE,FALSE,FALSE,FALSE
AC008825.1,0.00670434150610362,0.00646355480586945,0.00664996757853783,0.0040800056577861,-38.646232337223,0.0224300234185762,0.0205923815123897,0.0100973034682391,0.00835412818334648,-17.2637703756827,FALSE,FALSE,FALSE,TRUE
AC109472.1,0.0215666206855634,0.0215999164066815,0.00915223709248772,0.0152649327749608,66.7890879650667,0.0268844658763207,0.0266232444534907,0.00571981907372981,0.00922339246237047,61.2532204861512,FALSE,FALSE,TRUE,TRUE
LINC02109,0.00649668491078183,0.00626949888791032,0.00497552490889424,0.0040169629368344,-19.2655446332168,0.031548826912455,0.0307649395782919,0.00818391565703427,0.00914483065669029,11.7415066323428,FALSE,FALSE,FALSE,TRUE
AC112172.2,0.000207656595321794,0.000208983296263677,0.000105820651785139,0.000178874532864553,69.0355614400721,0.000909647173022038,0.00080361248690172,0.000155596859074053,0.000243904587055861,56.7541841829723,FALSE,FALSE,FALSE,FALSE
LINC02064,0.00149809400910722,0.00150766520875939,0.000790615596014358,0.000922422069238858,16.6713727744507,0.00670995058725095,0.00648770080888949,0.00149009583196802,0.00183362660944314,23.0542741013787,FALSE,FALSE,FALSE,FALSE
AC099517.1,0.012044082528664,0.0120463942917705,0.00847774471723791,0.00849281161232102,0.177722915535239,0.140445950432417,0.140481413634273,0.142654175246952,0.142123683300794,-0.371872709115828,FALSE,TRUE,FALSE,TRUE
AC026433.1,0.000148326139515567,0.000149273783045484,0.000101427796913024,6.75372554544409e-05,-33.4134650362607,0.00727122224720071,0.00718728091005722,0.00180102805218638,0.00161519524110533,-10.3181519496855,FALSE,FALSE,FALSE,FALSE
AC113386.1,0.0045536124831279,0.00453792300458271,0.0024602731402031,0.00326139971018741,32.5625052313574,0.0959372566768251,0.0959314290883597,0.0376381056555299,0.0301050150345309,-20.014531788457,FALSE,FALSE,FALSE,TRUE
CDH6,0.02000919622065,0.0200474690630085,0.0161733139075368,0.0146901483147662,-9.17044955195913,0.377068851804928,0.37820144589939,0.232501132574796,0.242082817460697,4.12113471439501,FALSE,TRUE,TRUE,TRUE
DROSHA,0.483098236402201,0.483169380961622,0.426541179899122,0.431097874211255,1.06828942359332,0.733905125735273,0.734611876276847,0.413473031517648,0.408826375371689,-1.12381117793912,TRUE,TRUE,TRUE,TRUE
C5orf22,0.159064952016494,0.159185562239704,0.117626380929723,0.113341130328984,-3.64310333011036,0.401324124706523,0.401616271268215,0.144796969775305,0.136304788963432,-5.8648884883786,TRUE,TRUE,TRUE,TRUE
PDZD2,0.475207285779973,0.47545192637817,0.479863833006058,0.475448277102504,-0.920168514449749,0.889733194975651,0.889840257517848,1.79310218248337,1.78041749499813,-0.707415762980401,TRUE,TRUE,TRUE,TRUE
AC022447.2,0.000252154437176464,0.000253765431177322,8.64093151270787e-05,0.000150744622560407,74.4541341853168,0.0130864135038686,0.0130643568461602,0.00306217577986142,0.00329980648280369,7.76019144639113,FALSE,FALSE,FALSE,FALSE
AC022447.5,0.00170575060442902,0.00171664850502306,0.000735850899069108,0.00120617255752101,63.9153473953606,0.0819962810169587,0.0821750307197081,0.0234586720770054,0.0225214558905798,-3.99518004833835,FALSE,FALSE,FALSE,TRUE
AC022447.3,1.48326139515567e-05,1.49273783045484e-05,4.76751828668129e-05,0,-100,0.000998974227655954,0.000992076953811129,0.000327170032440549,0.000198671937061713,-39.2756312123989,FALSE,FALSE,FALSE,FALSE
AC022447.1,0.000207656595321794,0.000208983296263677,0.0002715284503678,9.90069607076139e-05,-63.5371687300158,0.00925428286007364,0.00922269715267883,0.0029642608130444,0.00205754579110494,-30.5882335977121,FALSE,FALSE,FALSE,FALSE
AC022447.7,0.000103828297660897,0.000104491648131839,0.000118437318314315,1.68467830388107e-05,-85.7757814187401,0.0037963998219414,0.0037677816224529,0.00123498502849348,0.000824448943034155,-33.2421912806609,FALSE,FALSE,FALSE,FALSE
AC022447.6,0.000118660911612453,0.000119419026436387,0,7.21503981814964e-05,,0.0104929513509973,0.010472593497222,0.00265025713263263,0.00264707727881353,-0.11998284166248,FALSE,FALSE,FALSE,FALSE
AC025178.1,0.0615998457408149,0.061873983072353,0.0289462840209977,0.0400789630123235,38.459786352024,0.172697483507993,0.173014903770043,0.0473940564972449,0.0481771573561179,1.65231870143578,FALSE,TRUE,TRUE,TRUE
GOLPH3,0.414349070736736,0.41398098252004,0.324440084568766,0.351497379497167,8.33968927247839,0.667893921145054,0.667141597123278,0.336276733927493,0.323702992862259,-3.73910526558908,TRUE,TRUE,TRUE,TRUE
AC025181.2,0.0184962695975912,0.0185547312325536,0.0150527655886942,0.0125357312847684,-16.721407698106,0.0199601303579484,0.0198611393807811,0.00564679687578195,0.00458802850846249,-18.749892914695,FALSE,FALSE,FALSE,FALSE
MTMR12,0.414630890401816,0.414742278813572,0.341817777118531,0.347523940439494,1.66935826716343,0.84010010585256,0.839895666071119,0.594240571057009,0.561627651796885,-5.48816773013555,TRUE,TRUE,TRUE,TRUE
ZFR,0.684569631706196,0.684375513128629,0.696764669940958,0.735404327623048,5.5455822243921,0.918989294152502,0.918797445929544,0.846972526495825,0.843371104719502,-0.425211168445172,TRUE,TRUE,TRUE,TRUE
SUB1,0.215295391506845,0.214939320207192,0.165879990272144,0.158503034237923,-4.44716449652475,0.68959444028412,0.688026475488312,0.39226743074807,0.358596217290904,-8.58373925996182,TRUE,TRUE,TRUE,TRUE
LINC02061,0.000118660911612453,0.000104491648131839,2.86323379511027e-05,3.71874736349295e-05,29.87927740458,0.000561271659949768,0.00055785482205185,0.000154784114265294,0.000136412932848885,-11.8689062528223,FALSE,FALSE,FALSE,FALSE
AC008766.1,0.000370815348788917,0.000328402322700064,7.42792517873731e-05,0.000189209624732031,154.727424117909,0.00067590804672996,0.000664902639256395,0.000173732596184562,0.000166072040198331,-4.40939475634935,FALSE,FALSE,FALSE,FALSE
NPR3,0.00450911464127323,0.00453792300458271,0.00286794831905715,0.00330196116449875,15.1332171001007,0.0168262395245419,0.016524564458617,0.00435224837064615,0.00484768195342421,11.3833940663754,FALSE,FALSE,FALSE,FALSE
AC010343.3,0.00827659858496863,0.00822498544580615,0.00572012766828398,0.00536110156005314,-6.27654012377225,0.0296074522584113,0.029472827193161,0.00937419115136959,0.0112953876617778,20.4945309881748,FALSE,FALSE,FALSE,TRUE
LINC02120,7.41630697577834e-05,7.46368915227419e-05,5.14114822478702e-05,4.64819311512386e-05,-9.58842437738867,0.000446635273169577,0.000434222131759278,0.000101391165185484,9.92634931801078e-05,-2.09847870027315,FALSE,FALSE,FALSE,FALSE
AC034223.1,0.00843975733843575,0.00840411398546073,0.00871057608338212,0.00472265825564442,-45.7824808550352,0.0127975893605523,0.0126376732930773,0.00429784053595489,0.00243540951114176,-43.3341118459933,FALSE,FALSE,FALSE,FALSE
AC034223.2,0,0,0,0,,2.08429794145803e-05,1.96003045585785e-05,6.18230684148336e-06,4.29814478064712e-06,-30.4766830431886,FALSE,FALSE,FALSE,FALSE
LINC02160,0.00237321823224907,0.00237345315042319,0.00208402653086189,0.00117361749384771,-43.6850982236614,0.00425345658481827,0.00420803461715328,0.00107841915594236,0.00107854453111851,0.0116258298512806,FALSE,FALSE,FALSE,FALSE
AC034231.1,0.0055473976178822,0.00553805735098745,0.00464241255656637,0.00292750356085822,-36.9400387150541,0.0236776246149632,0.0237254148102917,0.00706258220173326,0.00497961918850583,-29.4929383294999,FALSE,FALSE,FALSE,TRUE
TARS,0.189219656180009,0.188353659446791,0.128332340675601,0.126463087526131,-1.4565721622701,0.30862199619169,0.307071940656309,0.0990143065056144,0.0991139496526015,0.100635100627011,TRUE,TRUE,TRUE,TRUE
AC034232.2,5.93304558062267e-05,5.97095132181935e-05,3.00920779106884e-05,7.93657128739597e-05,163.742879802161,0.000279891437852935,0.000260834822202622,6.3145010984438e-05,6.09718462718538e-05,-3.44154617871523,FALSE,FALSE,FALSE,FALSE
ADAMTS12,0.0291905842566636,0.0292576614769148,0.0326185834443521,0.020845969058862,-36.0917401749661,0.0427668161902309,0.0426864478971135,0.0204260348402762,0.0235783823036194,15.4329877922629,FALSE,FALSE,TRUE,TRUE
RXFP3,7.41630697577834e-05,7.46368915227419e-05,6.05793886622055e-05,1.44843103281549e-05,-76.0903656375268,0.00044365770468178,0.000437237563229829,0.0001337527354002,0.000106882917762481,-20.089172425014,FALSE,FALSE,FALSE,FALSE
SLC45A2,0.0267580355686083,0.0268095714349689,0.0175241986903904,0.0176891323434057,0.941176574913438,0.117238781638526,0.117369639128239,0.0354223767526837,0.0330639866149662,-6.65791049026339,FALSE,TRUE,TRUE,TRUE
AMACR,0.0557706284578531,0.0559627412637519,0.0367237685392166,0.0371662951705958,1.20501421553922,0.195121551789593,0.195600485484467,0.0600142759637223,0.0575361634096001,-4.12920511716274,FALSE,TRUE,TRUE,TRUE
C1QTNF3,0.0836411100728281,0.08378737442343,0.0552269712882957,0.0544675960862759,-1.37500787080224,0.128753038980838,0.129352963792207,0.0370855684437554,0.0369791733350223,-0.286890866711143,FALSE,TRUE,TRUE,TRUE
AC139792.1,0.000504308874352927,0.000507530862354645,0.000388143242114929,0.000262568617015909,-32.3526501233884,0.0013711702886306,0.00137955989777687,0.000367575870615478,0.000323847039817629,-11.896545528037,FALSE,FALSE,FALSE,FALSE
AC138409.3,0.0907755973835269,0.0911764266841815,0.0665758100776361,0.0655246014294683,-1.57896486267596,0.0818488913768128,0.0821886001613256,0.023304302803701,0.0262787842302465,12.7636576455447,FALSE,FALSE,TRUE,TRUE
AC025754.2,0.000207656595321794,0.000208983296263677,0.000132888201411395,0.000152240677990151,14.5629757745342,5.06186642925521e-05,4.9754619264084e-05,1.69263567470842e-05,1.76885956566286e-05,4.50326624290109,FALSE,FALSE,FALSE,FALSE
RAI14,0.259541078924339,0.25913928736696,0.212737285715124,0.225014633933834,5.77113136394465,0.153700596555847,0.151900852613248,0.0667680932754814,0.054700689534933,-18.0736084386279,TRUE,TRUE,TRUE,TRUE
AC025754.1,0,0,0,0,,1.04214897072901e-05,1.05540101469269e-05,1.68025662066813e-06,2.41280445230497e-06,43.5973780805902,FALSE,FALSE,FALSE,FALSE
AC026801.2,0.00342633382280959,0.00344822438835067,0.00238811471157822,0.00246198651102128,3.09331034580971,0.00893717181612324,0.0088955228381241,0.00264207991805086,0.00212645988393429,-19.5156865087171,FALSE,FALSE,FALSE,FALSE
TTC23L,0.117400139426571,0.1178217969578,0.102946537308208,0.0934685645645409,-9.20669406809763,0.30829744122652,0.308216296899383,0.127816080306344,0.11430843495198,-10.5680328500052,TRUE,TRUE,TRUE,TRUE
RAD1,0.0726649757486762,0.0728306787478915,0.0480483511720751,0.0478313245380883,-0.451683832416105,0.272210799938662,0.27150341874543,0.0891576187945611,0.0813823174792007,-8.72084900929937,FALSE,TRUE,TRUE,TRUE
BRIX1,0.0499117459469882,0.0498723709154961,0.0370945260049355,0.0333834232797481,-10.004448431808,0.240368682530159,0.239848926883325,0.0821006180572523,0.0711752008628486,-13.3073507275974,FALSE,TRUE,TRUE,TRUE
DNAJC21,0.235245257271689,0.235076353540028,0.158957061208784,0.173749047074502,9.30564880429501,0.579409518393185,0.578763823868648,0.246539108168413,0.253608240234759,2.86734713971475,TRUE,TRUE,TRUE,TRUE
AGXT2,0.00130527002773699,0.00129868191249571,0.000573558015584707,0.000999925919641262,74.3373629992599,0.00469860307374395,0.00466939563214752,0.00109319059515177,0.00120330401269372,10.0726641841138,FALSE,FALSE,FALSE,FALSE
PRLR,0.0169091799047746,0.0167783732143124,0.00984389437446534,0.0126137908055025,28.1382177182046,0.0841237537014898,0.0836842541707187,0.0445800233962929,0.0453783863960351,1.79085370289105,FALSE,FALSE,FALSE,TRUE
SPEF2,0.274388525489847,0.275096654774522,0.229051877541963,0.227164866249758,-0.823835767013115,0.778510590466719,0.780074028842602,0.495068520964915,0.508260860181217,2.66475016237926,TRUE,TRUE,TRUE,TRUE
AC137810.1,0.025764250433854,0.0257945097102596,0.0287207158571239,0.0164621544953182,-42.6819492340928,0.124861356967287,0.124691106738735,0.0530745525469273,0.0391275515681612,-26.2781320039099,FALSE,TRUE,TRUE,TRUE
IL7R,0.00152775923701034,0.00150766520875939,0.00143623439338031,0.000935534887847345,-34.8619631893458,0.00964881068470676,0.00922571258414938,0.00271361815096649,0.00246898102568517,-9.01516394980573,FALSE,FALSE,FALSE,FALSE
CAPSL,0.0027736988089411,0.002776492364646,0.00180926489726231,0.00195367467105428,7.98168217437307,0.0168426161512248,0.0168743545092008,0.00329407603966969,0.00321376623222935,-2.43800709131157,FALSE,FALSE,FALSE,FALSE
AC112204.2,1.48326139515567e-05,1.49273783045484e-05,0,4.20292654890568e-05,,3.87083903413633e-05,3.76928933818818e-05,1.77307325491835e-06,1.63569615181244e-05,822.520345549829,FALSE,FALSE,FALSE,FALSE
UGT3A1,0.000207656595321794,0.000194055917959129,0.000126852339517287,0.000112732362147588,-11.1310342587535,0.00106299195014359,0.00104032385733994,0.000305342052529615,0.000239910638607,-21.4288904461559,FALSE,FALSE,FALSE,FALSE
UGT3A2,0.000934454678948071,0.000940424833186547,0.000763020222116733,0.00056043657098946,-26.5502335659304,0.00247287062911556,0.00243496091246956,0.000630927938506899,0.000558857052850177,-11.422997977753,FALSE,FALSE,FALSE,FALSE
LMBRD2,0.298921668965722,0.299577555193981,0.231478664922635,0.23551500643564,1.74372075040015,0.799545623048762,0.799232572690745,0.518894405638647,0.507933890568564,-2.11228237402037,TRUE,TRUE,TRUE,TRUE
SKP2,0.154051528500868,0.154483438073771,0.102873650833694,0.107466490090745,4.46454385533153,0.559368993686066,0.559302229157715,0.234251989722329,0.236617688536193,1.00989486435874,TRUE,TRUE,TRUE,TRUE
NADK2,0.668253756359483,0.668627129017331,0.745371604393647,0.766089321716053,2.77951523780673,0.554080832051738,0.554409691596746,0.253647053746809,0.244599430254254,-3.56701304387561,TRUE,TRUE,TRUE,TRUE
