celltype,bin,gene,mean,det,n_cells
astro,0.2,CA11,0.0955641892594088,0.130144140380196,4787
astro,0.2,CA9,0.00180928379838891,0.00229789011907249,4787
astro,0.2,BSG,0.517387249314987,0.560894088155421,4787
astro,0.2,EMB,0.00826351600772084,0.0146229371213704,4787
astro,0.2,SLC4A4,2.1478725369387,0.940045957802381,4787
astro,0.2,SLC4A2,0.0459001583179701,0.0722790891999164,4787
astro,0.2,SLC4A10,0.254770146448228,0.317735533737205,4787
astro,0.2,SLC9A1,0.0633315456755255,0.0937956966785043,4787
astro,0.2,SLC9A6,0.158371744516724,0.225611029872572,4787
astro,0.2,SLC9A7,0.0985768007689238,0.134948819720075,4787
astro,0.2,SLC16A1,0.0708816579514066,0.0981825778149154,4787
astro,0.2,SLC16A3,0.0550195475678766,0.0781282640484646,4787
astro,0.2,SLC16A7,0.0852121687057448,0.112178817631084,4787
astro,0.2,NDUFA1,0.0949794090762875,0.141842490077293,4787
astro,0.2,NDUFA2,0.0800704190327376,0.117610194276165,4787
astro,0.2,NDUFA4,0.232072667373803,0.299352412784625,4787
astro,0.2,NDUFA8,0.082660179298059,0.125548360142051,4787
astro,0.2,NDUFA9,0.206479858223396,0.2893252559014,4787
astro,0.2,NDUFA10,0.44289060497,0.525590139962398,4787
astro,0.2,NDUFA13,0.233091547478209,0.302277000208899,4787
astro,0.2,NDUFB1,0.149403412963519,0.213494881972008,4787
astro,0.2,NDUFB2,0.157854870976524,0.217672864006685,4787
astro,0.2,NDUFB4,0.193433099059987,0.273240025067892,4787
astro,0.2,NDUFB6,0.163338805028808,0.221641946939628,4787
astro,0.2,NDUFB8,0.187180070992126,0.26070607896386,4787
astro,0.2,NDUFB9,0.0678276723016895,0.105076248172133,4787
astro,0.2,NDUFB10,0.0749551122873891,0.10382285356173,4787
astro,0.2,NDUFS1,0.587061075675405,0.63275537915187,4787
astro,0.2,NDUFS2,0.221774930349591,0.309797367871318,4787
astro,0.2,NDUFS3,0.0777875786257707,0.115939001462294,4787
astro,0.2,NDUFS4,0.381176713338121,0.462711510340506,4787
astro,0.2,NDUFS7,0.125546928930188,0.181951117610194,4787
astro,0.2,NDUFS8,0.115390410235512,0.168581575099227,4787
astro,0.2,NDUFV1,0.284342956376121,0.380405264257364,4787
astro,0.2,NDUFV2,0.208721241324437,0.296218926258617,4787
astro,0.2,SDHA,0.237591875783581,0.334447461875914,4787
astro,0.2,SDHB,0.243783774310795,0.323793607687487,4787
astro,0.2,UQCRC1,0.125305012291823,0.186129099644872,4787
astro,0.2,UQCRC2,0.528012328473989,0.588468769584291,4787
astro,0.2,CYC1,0.0647602568800573,0.0963024858993106,4787
astro,0.2,COX4I1,0.170828011362394,0.229789011907249,4787
astro,0.2,COX5A,0.103835005939617,0.155420931689994,4787
astro,0.2,COX6C,0.16904203211163,0.242740756214748,4787
astro,0.2,COX7C,0.237995358593707,0.304783789429705,4787
astro,0.2,ATP5F1A,0.234701274938341,0.32776269062043,4787
astro,0.2,ATP5F1B,0.166397693814254,0.233966993941926,4787
astro,0.2,ATP5MC1,0.0622114797325306,0.0948401921871736,4787
astro,0.2,ATP5PB,0.140647642826496,0.21203258825987,4787
astro,0.2,PPARGC1A,0.545818158862161,0.538959682473365,4787
astro,0.2,PPARGC1B,0.0222846509233905,0.0327971589722164,4787
astro,0.2,PPRC1,0.0545597785551911,0.0860664299143514,4787
astro,0.2,TFAM,0.0517526456289708,0.0831418424900773,4787
astro,0.2,NRF1,0.896808321581321,0.76582410695634,4787
astro,0.2,NFE2L2,0.688816653065351,0.673699603091707,4787
astro,0.2,ESRRA,0.176730733553925,0.242531857113014,4787
astro,0.2,MFN1,0.293892738803309,0.396281595989137,4787
astro,0.2,MFN2,0.143065093799177,0.209943597242532,4787
astro,0.2,OPA1,0.53942886254522,0.587215374973888,4787
astro,0.2,DNM1L,0.628718382239043,0.646542719866305,4787
astro,0.2,FIS1,0.0719029137186499,0.107165239189471,4787
astro,0.2,SLC1A2,3.49905032531464,0.981407979945686,4787
astro,0.2,SLC1A3,3.17548644063317,0.988928347608105,4787
astro,0.2,GLUL,1.51778920531173,0.825778149153959,4787
astro,0.2,SLC38A1,0.450775050770796,0.318153331940673,4787
astro,0.2,SLC38A3,0.0813881747809038,0.132233131397535,4787
astro,0.2,ATP1A1,0.134667095820242,0.181115521203259,4787
