gene,rho
C19orf53,-0.0809895953182023
DCAF15,0.0689057194482398
WIZ,0.183833287761452
USE1,-0.135680558355303
MAP1S,-0.00525831280230455
JAK3,-0.273760806273861
RPL18A,0.025053995561427
CCDC124,-0.00890472192322377
KCNN1,0.0876571660006358
ISYNA1,0.274871087084955
ARMC6,0.186311853791912
ZNF85,-0.0406319524274735
ZNF738,-0.028195539224271
ZNF728,-0.270242377822201
FXYD3,0.0270219383034181
TMEM147,0.101238205334388
U2AF1L4,0.339625907613878
LIN37,-0.270544115730193
PROSER3,0.282090287483714
APLP1,0.401523492801429
ALKBH6,-0.113542190895051
THAP8,0.274708721672421
ZNF527,-0.0210637031693219
ZNF570,0.171148714564713
ZNF607,0.437923080024916
DPF1,0.16623301661001
FAM98C,0.0650836531129543
SARS2,0.120254581433642
TIMM50,-0.119569920137613
DYRK1B,0.305897879080972
FCGBP,-0.317696777843971
PSMC4,-0.00514663185834402
ZNF780A,-0.164927696212541
SNRPA,0.303446405756693
CCDC97,-0.143825991220572
GSK3A,-0.00280340309518298
PHLDB3,-0.341141063003781
PLAUR,-0.265539274735399
LYPD5,0.065715731644179
ZNF285,-0.178374769638178
ZNF180,0.0194289065059058
RELB,-0.16268645069301
TRAPPC6A,-0.0600929942947218
SNRPD2,-0.0183479247190689
MYPOP,0.0286035695380213
IGFL4,-0.348865422161089
CCDC8,0.0949191937478192
PPP5D1,0.127157249584197
AP2S1,-0.290863088779261
INAFM1,0.0731783545320761
KPTN,0.136959964490573
NOP53,0.197765461672541
NTN5,0.0115740708698278
RCN3,0.0568002640647609
FUZ,0.0626836217818978
POLD1,0.137331470754083
JOSD2,0.341566488615655
CLEC11A,0.100245327478916
CLDND2,0.185707266489848
ZNF613,0.159894035304496
ZNF350,-0.0388088976073053
ZNF614,0.0484139516439726
ZNF616,0.493605185981958
TNNT1,-0.0235440255753422
ZNF865,-0.0422032844482213
ZFP28,-0.0826129350260907
SMIM17,0.374511156095021
ZNF805,-0.0645495372580946
ZNF548,-0.0687679993832411
ZNF749,0.168908875035866
ZNF419,0.158176697614426
ZNF773,-0.121850882409939
ZNF550,0.140137766750254
ZNF671,0.0568631584829569
ZNF418,-0.109120029125083
ZNF324,-0.0747726053400772
ZNF446,0.0994714320798437
SLC27A5,-0.0510587907963222
CHMP2A,0.111220005525542
ZCCHC3,0.144931213884227
MRPS26,-0.00896380580676027
MCM8,0.16250274347774
MKKS,-0.109539687183924
JAG1,-0.104990724679578
SMIM26,-0.0625371268687265
FAM242A,0.0974013046671602
DUSP15,-0.153722058906261
HCK,-0.443386109656325
C20orf203,0.0297176732129746
TP53INP2,-0.230533301707685
MMP24,0.0694962798714841
TGIF2,0.031198385173791
SRC,0.0546865658443333
PTPRT,0.103983243530135
TTPAL,-0.443102720264836
ADA,-0.117298970031654
ZSWIM3,-0.275984197392089
CD40,0.00169883315145468
SPATA2,0.251827192461549
PARD6B,0.315646180637957
PFDN4,-0.257503449855464
FAM210B,-0.272713154472044
TFAP2C,-0.0502211132767113
PMEPA1,-0.0274060086857571
CTSZ,-0.0838366851419896
MRGBP,0.190821606049877
GATD3B,0.219508868009899
ADAMTS1,0.162004608508206
N6AMT1,-0.0399962805687584
C21orf62,0.0866010103381755
CBR3,-0.357769176528451
AF064858.1,0.0622072070414928
LCA5L,-0.0114693234678039
PCP4,0.429007972035057
MX1,-0.00539060221573523
RSPH1,0.0352524370123021
U2AF1,-0.146649101690472
HSF2BP,-0.0329039651719702
C21orf58,0.0199866954516846
DGCR6,0.320734676596636
PRODH,0.242357894799808
RANBP1,0.107372683426958
RTN4R,0.182249322937184
ZNF280B,-0.101204392323911
GUCD1,-0.14982582783894
XBP1,-0.245124163035897
SEC14L6,0.34995029346118
TCN2,0.338194991103729
SELENOM,0.191234330243967
APOL3,-0.0801904312642842
KCTD17,0.171595217606783
RPS19BP1,-0.0464139032851901
CHADL,0.241781208118611
CSDC2,0.136143677850371
SMDT1,0.0395692285723429
A4GALT,0.24621383729088
TTLL1,-0.014022259699362
PNPLA3,-0.251273420479221
WNT7B,-0.228601890331895
ALG12,0.0332074458803208
PANX2,-0.0379399158677431
ARSF,0.390115872416013
RAI2,-0.181208723087726
SCML2,-0.182639050347964
PRDX4,-0.0566906884268496
DYNLT3,-0.246415355799221
MID1IP1,0.0732774032681497
ARAF,0.107179155312781
ELK1,0.420579679344473
UXT,0.289799860048782
CCDC120,0.362106762782685
GPKOW,0.442571926616537
FAM104B,0.0286977169833625
UBQLN2,0.243530421201553
MTMR8,0.174452659149976
LPAR4,0.26711462250521
ZNF711,-0.0115062894412023
HNRNPH2,0.26614834806628
ARMCX2,-0.297623133277703
TCEAL2,-0.261206039716472
TCEAL8,-0.100503224541912
TCEAL9,0.05217252034309
RAB40A,-0.170140158433507
IL1RAPL2,0.0699052665891593
CXorf56,0.0715506274825422
NKRF,-0.0603174626201826
GRIA3,0.368480162999705
TENM1,-0.132722253795414
APLN,0.133980034030731
UTP14A,-0.399765975863559
SLC25A14,0.0881173521628134
CCDC160,0.469857670089342
FAM122B,-0.0319387431018025
ZNF449,0.114327505593719
MMGT1,0.012896305442808
HTATSF1,0.238493403372834
LDOC1,0.183350847529361
AF274853.1,0.0432233732876896
VMA21,-0.197950941692349
IDH3G,0.0380253062485663
SSR4,0.176353580639121
ARHGAP4,-0.213280714133692
IRAK1,-0.259009281153308
G6PD,0.0821769707736428
SPRY3,0.147902292888549
PCDH11Y,0.0193726128174526
