gene,rho
SIRT6,-0.147135775014603
ACSBG2,-0.186631299172491
CLPP,0.232666907963881
GTF2F1,-0.155150567342929
TUBB4A,0.236645523052246
ZNF557,0.0213205540235277
CAMSAP3,0.281300444985248
XAB2,-0.000525578442985016
PET100,0.0166283613112777
NDUFA7,-0.0128794421613113
ZNF414,0.0885776634899819
ZNF317,0.180166559646704
ICAM1,0.102048958877797
ZGLP1,0.0168157370612846
YIPF2,-0.0420356945347921
TIMM29,0.180841469054166
ZNF136,-0.0232805930471081
ZNF563,-0.0095134999592225
ZNF442,-0.408863620824692
ZNF443,-0.0186204888485206
WDR83OS,0.165939493913886
MAST1,-0.0389180720232602
DNASE2,0.148808004062409
SYCE2,0.160690345925972
