"gene","detect","detect_all","pct"
"VPS13D",0.777343225209357,0.777436627656892,2.9896675211043
"LINC02766",8.95642698272902e-05,8.89956837093401e-05,-66.8237131591124
"DHRS3",0.439014195936768,0.437487948501164,-3.0581660280831
"AC254633.1",0.000865787941663806,0.000889956837093401,-20.179680029443
"AADACL4",0.000716514158618322,0.000711965469674721,48.3321603268018
"AADACL3",0.000313474944395516,0.00031148489298269,-75.7355973760531
"C1orf158",0.00170172112671851,0.00169091799047746,5.93836796348757
"PRAMEF20",0.000432893970831903,0.000430145804595144,28.6064999208393
"LRRC38",0.00464241465271454,0.0046574407807888,11.066936712942
"PDPN",0.0507530862354645,0.0520773075839155,-8.66964862864504
"AL359771.1",0.000298547566090967,0.000296652279031134,-35.2081411964402
"PRDM2",0.437984206833754,0.438466901021967,0.839673695532062
"KAZN",0.63527936588497,0.63535501861493,-15.2089209475084
"AL357873.1",0.0172709766983625,0.0172948278675151,-37.6986042976971
"KAZN-AS1",0.0172112671851443,0.0173096604814666,-29.2550444825623
"AL031293.1",0.00692630353331044,0.00703065901303787,-54.7008749352727
"TMEM51-AS1",0.127882849935066,0.12748631691363,-6.01758076450952
"TMEM51",0.203952769775044,0.203651789554873,-10.1102316711795
"C1orf195",0.0158678031377349,0.0159005621560688,-19.3663070449445
"FHAD1",0.0339597856428475,0.0339518533351132,-13.5774332121031
"AL031283.2",0.00220925198907316,0.00219522686483039,-54.9229538664958
"AL031283.3",2.98547566090967e-05,2.96652279031134e-05,-57.2468734079424
"AL031283.1",0.00134346404740935,0.0013349352556401,-42.5297949911112
"EFHD2",0.0340941320475885,0.0343078360699506,0.967970482423053
"CTRC",0.00168679374841397,0.00167608537652591,25.9339052246945
"CELA2A",0.00356764341478706,0.00357465996232516,1.10558883337857
"CELA2B",0.0193608096609992,0.0195493851881517,-25.2490569072652
"CASP9",0.192772163424938,0.193209629332977,-5.13918946827209
"DNAJC16",0.295323252377185,0.295539832984767,4.66063853826775
"AL121992.3",0.000388111835918258,0.000385647962740474,-25.3127597135361
"AGMAT",0.0118374109955069,0.0118809237751969,-24.9300966648337
"AL121992.1",0.0241823528533684,0.0241919933549889,-8.12727500259394
"DDI2",0.257333074592109,0.258354469808214,-2.76095318535156
"AL121992.2",0.000373184457613709,0.000370815348788917,48.0671280791397
"PLEKHM2",0.355510441701124,0.356279387116392,-0.99965843473887
"AL450998.3",0.0082697675807198,0.0083210964268233,-18.5480211730924
"SLC25A34",0.0527085727933603,0.0527447752117356,5.82515224104578
"SLC25A34-AS1",0.000522458240659193,0.000533974102256041,-40.3942092376821
"TMEM82",0.000477676105745548,0.000474643646449814,-35.4581799522339
"FBLIM1",0.0141959367676255,0.0141503137097851,-15.0729772545309
"UQCRHL",0.0580824289829977,0.0577878639552648,26.3653046669853
"AL450998.2",0.230747413831709,0.230009344546789,-9.75219732446858
"SPEN",0.678225433267155,0.677168157344369,0.404647086303433
"ZBTB17",0.112910689495604,0.112787196487637,1.19500934669601
"SRARP",0.000358257079309161,0.000370815348788917,-8.79769374513021
"HSPB7",0.00649340956247854,0.00655601536658805,57.5077144692035
"CLCNKA",0.00446328611305996,0.00443495157151545,32.4550024059779
"CLCNKB",0.00125389977758206,0.00124593957193076,57.0153906551596
"FAM131C",0.0596498037049753,0.0596122754713063,24.9571402094646
"EPHA2",0.0390500216446985,0.0390394399204972,27.1406777296072
"AL451042.2",0.000776223671836515,0.000771295925480947,-9.55617271608984
"AL451042.1",0.00494096221880551,0.00495409305981993,48.4826178466844
"ARHGEF19",0.0104939469480975,0.0104866580637506,0.699168981649101
